ORDER_ID|CUSTOMER_ID|PRODUCT_ID|ORDER_DATE|SHIP_DATE|QUANTITY|UNIT_PRICE|DISCOUNT|TAX|NET_AMOUNT|STATUS|PAYMENT_MODE|CITY|STATE|COUNTRY
227|10367|20|2026-07-01|2026-07-03|8|290.14|13.08|52.23|2321.12|SHIPPED|CASH|Pune|TS|India
228|10739|31|2026-07-01|2026-07-03|8|94.37|38.08|16.99|754.96|SHIPPED|UPI|Hyderabad|TS|India
229|10046|37|2026-07-01|2026-07-03|6|190.81|43.2|34.35|1144.86|SHIPPED|CASH|Hyderabad|TS|India
230|10957|38|2026-07-01|2026-07-03|1|167.35|28.96|30.12|167.35|SHIPPED|UPI|Pune|TS|India
231|10235|25|2026-07-01|2026-07-03|3|138.29|28.49|24.89|414.87|SHIPPED|CARD|Pune|TS|India
232|10701|22|2026-07-01|2026-07-03|9|344.57|12.87|62.02|3101.13|SHIPPED|UPI|Chennai|TS|India
233|10750|23|2026-07-01|2026-07-03|8|257.37|8.46|46.33|2058.96|SHIPPED|CASH|Chennai|TS|India
234|10910|35|2026-07-01|2026-07-03|8|132.82|49.52|23.91|1062.56|SHIPPED|CARD|Chennai|TS|India
235|10076|43|2026-07-01|2026-07-03|1|427.58|2.43|76.96|427.58|SHIPPED|CARD|Pune|TS|India
236|10236|5|2026-07-01|2026-07-03|3|429.15|35.36|77.25|1287.45|SHIPPED|CARD|Hyderabad|TS|India
237|10061|40|2026-07-01|2026-07-03|9|255.2|31.89|45.94|2296.8|SHIPPED|CASH|Pune|TS|India
238|10544|36|2026-07-01|2026-07-03|8|57.08|20.57|10.27|456.64|SHIPPED|CARD|Chennai|TS|India
239|10293|2|2026-07-01|2026-07-03|5|291.08|25.11|52.39|1455.4|SHIPPED|CASH|Chennai|TS|India
240|10931|12|2026-07-01|2026-07-03|7|412.78|5.35|74.3|2889.46|SHIPPED|CARD|Chennai|TS|India
241|10634|34|2026-07-01|2026-07-03|3|158.44|12.62|28.52|475.32|SHIPPED|UPI|Pune|TS|India
242|10982|26|2026-07-01|2026-07-03|7|85.56|22.95|15.4|598.92|SHIPPED|CARD|Chennai|TS|India
243|10847|6|2026-07-01|2026-07-03|4|184.99|32.69|33.3|739.96|SHIPPED|CASH|Hyderabad|TS|India
244|10386|36|2026-07-01|2026-07-03|2|232.38|23.8|41.83|464.76|SHIPPED|CASH|Hyderabad|TS|India
245|10865|28|2026-07-01|2026-07-03|3|87.21|32.25|15.7|261.63|SHIPPED|UPI|Chennai|TS|India
246|10941|3|2026-07-01|2026-07-03|2|452.66|11.49|81.48|905.32|SHIPPED|CASH|Chennai|TS|India
247|10946|5|2026-07-01|2026-07-03|8|171.99|34.22|30.96|1375.92|SHIPPED|UPI|Chennai|TS|India
248|10183|21|2026-07-01|2026-07-03|10|346.15|0.78|62.31|3461.5|SHIPPED|CARD|Chennai|TS|India
249|10729|26|2026-07-01|2026-07-03|3|388.51|46.44|69.93|1165.53|SHIPPED|UPI|Hyderabad|TS|India
250|10854|25|2026-07-01|2026-07-03|10|158.21|33.85|28.48|1582.1|SHIPPED|CASH|Pune|TS|India
251|10143|45|2026-07-01|2026-07-03|7|390.02|36.21|70.2|2730.14|SHIPPED|CASH|Chennai|TS|India
252|10447|15|2026-07-01|2026-07-03|6|74.16|41.93|13.35|444.96|SHIPPED|UPI|Chennai|TS|India
253|10406|50|2026-07-01|2026-07-03|10|479.69|16.32|86.34|4796.9|SHIPPED|CASH|Pune|TS|India
254|10364|36|2026-07-01|2026-07-03|8|270.77|47.06|48.74|2166.16|SHIPPED|UPI|Hyderabad|TS|India
255|10087|50|2026-07-01|2026-07-03|10|347.3|30.93|62.51|3473.0|SHIPPED|CARD|Chennai|TS|India
256|10157|25|2026-07-01|2026-07-03|2|86.92|35.58|15.65|173.84|SHIPPED|CASH|Hyderabad|TS|India
257|10109|6|2026-07-01|2026-07-03|7|192.51|0.26|34.65|1347.57|SHIPPED|UPI|Pune|TS|India
258|10104|9|2026-07-01|2026-07-03|6|392.61|4.36|70.67|2355.66|SHIPPED|UPI|Pune|TS|India
259|10417|7|2026-07-01|2026-07-03|9|299.63|1.31|53.93|2696.67|SHIPPED|UPI|Chennai|TS|India
260|10803|21|2026-07-01|2026-07-03|2|318.62|43.19|57.35|637.24|SHIPPED|CARD|Pune|TS|India
261|10086|47|2026-07-01|2026-07-03|7|224.51|45.06|40.41|1571.57|SHIPPED|CARD|Chennai|TS|India
262|10389|11|2026-07-01|2026-07-03|9|126.31|6.94|22.74|1136.79|SHIPPED|UPI|Pune|TS|India
263|10171|28|2026-07-01|2026-07-03|8|115.67|13.8|20.82|925.36|SHIPPED|UPI|Pune|TS|India
264|10966|16|2026-07-01|2026-07-03|2|212.51|36.04|38.25|425.02|SHIPPED|UPI|Chennai|TS|India
265|10109|9|2026-07-01|2026-07-03|10|138.0|15.23|24.84|1380.0|SHIPPED|UPI|Pune|TS|India
266|10882|22|2026-07-01|2026-07-03|10|220.95|22.01|39.77|2209.5|SHIPPED|UPI|Chennai|TS|India
267|10328|39|2026-07-01|2026-07-03|10|111.26|47.36|20.03|1112.6|SHIPPED|CARD|Pune|TS|India
268|10407|21|2026-07-01|2026-07-03|6|129.94|14.57|23.39|779.64|SHIPPED|CASH|Chennai|TS|India
269|10800|16|2026-07-01|2026-07-03|8|485.49|16.29|87.39|3883.92|SHIPPED|UPI|Pune|TS|India
270|10577|13|2026-07-01|2026-07-03|6|101.25|29.61|18.22|607.5|SHIPPED|CASH|Hyderabad|TS|India
271|10744|30|2026-07-01|2026-07-03|9|62.11|47.15|11.18|558.99|SHIPPED|CARD|Pune|TS|India
272|10070|27|2026-07-01|2026-07-03|5|424.08|33.65|76.33|2120.4|SHIPPED|CARD|Chennai|TS|India
273|10674|10|2026-07-01|2026-07-03|5|158.91|35.76|28.6|794.55|SHIPPED|UPI|Hyderabad|TS|India
274|10490|38|2026-07-01|2026-07-03|8|495.82|20.04|89.25|3966.56|SHIPPED|CASH|Chennai|TS|India
275|10809|24|2026-07-01|2026-07-03|7|294.64|35.08|53.04|2062.48|SHIPPED|CASH|Chennai|TS|India
276|10254|43|2026-07-01|2026-07-03|2|99.22|33.23|17.86|198.44|SHIPPED|CARD|Chennai|TS|India
277|10660|44|2026-07-01|2026-07-03|10|69.93|32.34|12.59|699.3|SHIPPED|UPI|Pune|TS|India
278|10264|15|2026-07-01|2026-07-03|2|54.75|25.53|9.86|109.5|SHIPPED|CASH|Chennai|TS|India
279|10226|29|2026-07-01|2026-07-03|10|359.45|18.71|64.7|3594.5|SHIPPED|UPI|Chennai|TS|India
280|10154|23|2026-07-01|2026-07-03|10|360.7|49.89|64.93|3607.0|SHIPPED|UPI|Hyderabad|TS|India
281|10984|6|2026-07-01|2026-07-03|5|237.19|5.8|42.69|1185.95|SHIPPED|CASH|Hyderabad|TS|India
282|10466|14|2026-07-01|2026-07-03|6|190.35|26.06|34.26|1142.1|SHIPPED|UPI|Pune|TS|India
283|10713|29|2026-07-01|2026-07-03|2|247.17|15.95|44.49|494.34|SHIPPED|UPI|Hyderabad|TS|India
284|10351|42|2026-07-01|2026-07-03|2|60.16|5.47|10.83|120.32|SHIPPED|CARD|Chennai|TS|India
285|10565|11|2026-07-01|2026-07-03|4|282.2|16.55|50.8|1128.8|SHIPPED|UPI|Pune|TS|India
286|10644|12|2026-07-01|2026-07-03|4|408.99|9.32|73.62|1635.96|SHIPPED|CASH|Pune|TS|India
287|10628|13|2026-07-01|2026-07-03|7|63.14|22.48|11.37|441.98|SHIPPED|UPI|Pune|TS|India
288|10210|18|2026-07-01|2026-07-03|1|367.13|37.62|66.08|367.13|SHIPPED|CARD|Chennai|TS|India
289|10549|12|2026-07-01|2026-07-03|2|409.78|18.29|73.76|819.56|SHIPPED|CARD|Pune|TS|India
290|10883|32|2026-07-01|2026-07-03|2|168.06|26.39|30.25|336.12|SHIPPED|CASH|Pune|TS|India
291|10401|38|2026-07-01|2026-07-03|10|224.89|5.71|40.48|2248.9|SHIPPED|UPI|Pune|TS|India
292|10689|46|2026-07-01|2026-07-03|10|127.64|40.03|22.98|1276.4|SHIPPED|CASH|Chennai|TS|India
293|10320|8|2026-07-01|2026-07-03|2|352.45|11.93|63.44|704.9|SHIPPED|CARD|Hyderabad|TS|India
294|10523|25|2026-07-01|2026-07-03|6|362.05|20.91|65.17|2172.3|SHIPPED|CARD|Chennai|TS|India
295|10498|41|2026-07-01|2026-07-03|7|240.37|26.87|43.27|1682.59|SHIPPED|CASH|Hyderabad|TS|India
296|10295|9|2026-07-01|2026-07-03|9|125.09|9.35|22.52|1125.81|SHIPPED|UPI|Chennai|TS|India
297|10974|1|2026-07-01|2026-07-03|1|439.49|24.23|79.11|439.49|SHIPPED|CARD|Pune|TS|India
298|10506|27|2026-07-01|2026-07-03|9|277.45|34.23|49.94|2497.05|SHIPPED|UPI|Chennai|TS|India
299|10084|37|2026-07-01|2026-07-03|8|269.91|1.54|48.58|2159.28|SHIPPED|CARD|Pune|TS|India
300|10550|19|2026-07-01|2026-07-03|1|173.68|8.41|31.26|173.68|SHIPPED|UPI|Chennai|TS|India
301|10115|37|2026-07-01|2026-07-03|8|297.38|5.71|53.53|2379.04|SHIPPED|CASH|Pune|TS|India
302|10042|49|2026-07-01|2026-07-03|9|420.17|35.95|75.63|3781.53|SHIPPED|CASH|Hyderabad|TS|India
303|10849|42|2026-07-01|2026-07-03|7|96.09|37.57|17.3|672.63|SHIPPED|UPI|Hyderabad|TS|India
304|10882|6|2026-07-01|2026-07-03|8|168.27|21.95|30.29|1346.16|SHIPPED|CARD|Hyderabad|TS|India
305|10602|45|2026-07-01|2026-07-03|4|414.82|17.53|74.67|1659.28|SHIPPED|CASH|Chennai|TS|India
306|10142|14|2026-07-01|2026-07-03|7|124.69|40.68|22.44|872.83|SHIPPED|CARD|Chennai|TS|India
307|10611|35|2026-07-01|2026-07-03|6|289.53|8.42|52.12|1737.18|SHIPPED|CASH|Pune|TS|India
308|10975|33|2026-07-01|2026-07-03|5|307.73|49.27|55.39|1538.65|SHIPPED|CASH|Hyderabad|TS|India
309|10804|27|2026-07-01|2026-07-03|3|483.25|45.94|86.98|1449.75|SHIPPED|UPI|Chennai|TS|India
310|10135|16|2026-07-01|2026-07-03|3|365.64|7.31|65.82|1096.92|SHIPPED|UPI|Hyderabad|TS|India
311|10591|41|2026-07-01|2026-07-03|7|270.26|13.44|48.65|1891.82|SHIPPED|UPI|Pune|TS|India
312|10813|50|2026-07-01|2026-07-03|8|83.98|4.65|15.12|671.84|SHIPPED|CASH|Chennai|TS|India
313|10898|24|2026-07-01|2026-07-03|5|362.62|22.73|65.27|1813.1|SHIPPED|UPI|Pune|TS|India
314|10792|47|2026-07-01|2026-07-03|10|51.11|4.66|9.2|511.1|SHIPPED|UPI|Chennai|TS|India
315|10814|35|2026-07-01|2026-07-03|6|432.55|19.89|77.86|2595.3|SHIPPED|UPI|Hyderabad|TS|India
316|10848|19|2026-07-01|2026-07-03|8|170.84|16.89|30.75|1366.72|SHIPPED|CASH|Hyderabad|TS|India
317|10807|22|2026-07-01|2026-07-03|10|433.59|44.71|78.05|4335.9|SHIPPED|CARD|Hyderabad|TS|India
318|10856|30|2026-07-01|2026-07-03|2|331.78|0.81|59.72|663.56|SHIPPED|CARD|Pune|TS|India
319|10981|28|2026-07-01|2026-07-03|8|50.3|10.12|9.05|402.4|SHIPPED|CASH|Hyderabad|TS|India
320|10955|18|2026-07-01|2026-07-03|5|121.54|4.67|21.88|607.7|SHIPPED|UPI|Pune|TS|India
321|10925|42|2026-07-01|2026-07-03|2|217.33|8.28|39.12|434.66|SHIPPED|UPI|Chennai|TS|India
322|10773|15|2026-07-01|2026-07-03|5|376.69|21.46|67.8|1883.45|SHIPPED|CARD|Chennai|TS|India
323|10488|5|2026-07-01|2026-07-03|2|50.49|6.63|9.09|100.98|SHIPPED|CARD|Chennai|TS|India
324|10712|22|2026-07-01|2026-07-03|8|54.18|40.86|9.75|433.44|SHIPPED|UPI|Chennai|TS|India
325|10234|25|2026-07-01|2026-07-03|3|264.97|4.47|47.69|794.91|SHIPPED|CARD|Hyderabad|TS|India
326|10306|9|2026-07-01|2026-07-03|6|215.4|19.14|38.77|1292.4|SHIPPED|CARD|Chennai|TS|India
327|10576|1|2026-07-01|2026-07-03|3|80.79|30.52|14.54|242.37|SHIPPED|CARD|Pune|TS|India
328|10643|48|2026-07-01|2026-07-03|6|375.09|7.57|67.52|2250.54|SHIPPED|UPI|Chennai|TS|India
329|10088|7|2026-07-01|2026-07-03|8|436.98|7.0|78.66|3495.84|SHIPPED|CARD|Chennai|TS|India
330|10439|21|2026-07-01|2026-07-03|7|208.19|39.55|37.47|1457.33|SHIPPED|CARD|Pune|TS|India
331|10615|39|2026-07-01|2026-07-03|2|161.68|36.06|29.1|323.36|SHIPPED|UPI|Chennai|TS|India
332|10674|20|2026-07-01|2026-07-03|1|431.55|10.27|77.68|431.55|SHIPPED|CASH|Chennai|TS|India
333|10302|42|2026-07-01|2026-07-03|4|386.53|2.73|69.58|1546.12|SHIPPED|CARD|Pune|TS|India
334|10511|41|2026-07-01|2026-07-03|7|100.73|29.7|18.13|705.11|SHIPPED|CASH|Hyderabad|TS|India
335|10135|25|2026-07-01|2026-07-03|6|470.27|43.04|84.65|2821.62|SHIPPED|CASH|Pune|TS|India
336|10176|49|2026-07-01|2026-07-03|6|295.86|23.55|53.25|1775.16|SHIPPED|CARD|Hyderabad|TS|India
337|10268|14|2026-07-01|2026-07-03|10|80.39|1.99|14.47|803.9|SHIPPED|CARD|Pune|TS|India
338|10729|33|2026-07-01|2026-07-03|9|178.92|38.36|32.21|1610.28|SHIPPED|UPI|Chennai|TS|India
339|10549|35|2026-07-01|2026-07-03|7|87.09|30.8|15.68|609.63|SHIPPED|UPI|Hyderabad|TS|India
340|10943|14|2026-07-01|2026-07-03|5|85.56|48.72|15.4|427.8|SHIPPED|CARD|Chennai|TS|India
341|10649|49|2026-07-01|2026-07-03|6|225.83|41.73|40.65|1354.98|SHIPPED|CASH|Chennai|TS|India
342|10447|47|2026-07-01|2026-07-03|2|189.58|47.67|34.12|379.16|SHIPPED|CARD|Hyderabad|TS|India
343|10444|8|2026-07-01|2026-07-03|4|88.8|22.67|15.98|355.2|SHIPPED|CASH|Hyderabad|TS|India
344|10673|48|2026-07-01|2026-07-03|5|349.74|8.78|62.95|1748.7|SHIPPED|CARD|Chennai|TS|India
345|10167|32|2026-07-01|2026-07-03|3|365.67|47.65|65.82|1097.01|SHIPPED|CASH|Chennai|TS|India
346|10129|48|2026-07-01|2026-07-03|5|125.13|39.06|22.52|625.65|SHIPPED|UPI|Chennai|TS|India
347|10030|22|2026-07-01|2026-07-03|2|397.14|40.36|71.49|794.28|SHIPPED|UPI|Chennai|TS|India
348|10998|37|2026-07-01|2026-07-03|2|168.33|31.38|30.3|336.66|SHIPPED|UPI|Pune|TS|India
349|10511|37|2026-07-01|2026-07-03|9|212.06|8.34|38.17|1908.54|SHIPPED|CARD|Pune|TS|India
350|10690|47|2026-07-01|2026-07-03|2|452.42|5.77|81.44|904.84|SHIPPED|CASH|Chennai|TS|India
351|10883|1|2026-07-01|2026-07-03|1|69.82|12.23|12.57|69.82|SHIPPED|UPI|Pune|TS|India
352|10183|3|2026-07-01|2026-07-03|7|464.1|27.64|83.54|3248.7|SHIPPED|CASH|Chennai|TS|India
353|10254|27|2026-07-01|2026-07-03|7|151.03|45.79|27.19|1057.21|SHIPPED|UPI|Pune|TS|India
354|10122|33|2026-07-01|2026-07-03|2|307.19|33.67|55.29|614.38|SHIPPED|CARD|Hyderabad|TS|India
355|10047|26|2026-07-01|2026-07-03|4|411.95|3.45|74.15|1647.8|SHIPPED|UPI|Pune|TS|India
356|10566|30|2026-07-01|2026-07-03|5|197.29|0.4|35.51|986.45|SHIPPED|CARD|Pune|TS|India
357|10757|40|2026-07-01|2026-07-03|10|403.03|12.13|72.55|4030.3|SHIPPED|UPI|Chennai|TS|India
358|10794|13|2026-07-01|2026-07-03|8|499.0|36.62|89.82|3992.0|SHIPPED|CASH|Hyderabad|TS|India
359|10419|2|2026-07-01|2026-07-03|3|52.87|11.65|9.52|158.61|SHIPPED|UPI|Chennai|TS|India
360|10001|49|2026-07-01|2026-07-03|1|477.95|32.87|86.03|477.95|SHIPPED|CASH|Chennai|TS|India
361|10542|16|2026-07-01|2026-07-03|5|96.78|20.99|17.42|483.9|SHIPPED|CARD|Hyderabad|TS|India
362|10943|15|2026-07-01|2026-07-03|5|91.86|44.86|16.53|459.3|SHIPPED|CASH|Pune|TS|India
363|10765|6|2026-07-01|2026-07-03|6|256.31|29.04|46.14|1537.86|SHIPPED|CASH|Hyderabad|TS|India
364|10581|4|2026-07-01|2026-07-03|7|83.67|21.75|15.06|585.69|SHIPPED|CARD|Hyderabad|TS|India
365|10322|26|2026-07-01|2026-07-03|5|167.45|35.04|30.14|837.25|SHIPPED|CASH|Pune|TS|India
366|10239|5|2026-07-01|2026-07-03|6|253.74|47.18|45.67|1522.44|SHIPPED|CARD|Chennai|TS|India
367|10168|29|2026-07-01|2026-07-03|2|119.93|23.3|21.59|239.86|SHIPPED|UPI|Hyderabad|TS|India
368|10788|14|2026-07-01|2026-07-03|9|211.23|22.6|38.02|1901.07|SHIPPED|UPI|Pune|TS|India
369|10826|44|2026-07-01|2026-07-03|2|90.69|15.21|16.32|181.38|SHIPPED|CASH|Chennai|TS|India
370|10855|21|2026-07-01|2026-07-03|10|68.15|7.42|12.27|681.5|SHIPPED|CASH|Hyderabad|TS|India
371|10050|44|2026-07-01|2026-07-03|6|228.31|14.94|41.1|1369.86|SHIPPED|CARD|Hyderabad|TS|India
372|10569|48|2026-07-01|2026-07-03|7|434.57|27.51|78.22|3041.99|SHIPPED|CARD|Pune|TS|India
373|10143|8|2026-07-01|2026-07-03|2|411.75|0.6|74.11|823.5|SHIPPED|CARD|Hyderabad|TS|India
374|10381|44|2026-07-01|2026-07-03|4|420.65|31.51|75.72|1682.6|SHIPPED|CASH|Hyderabad|TS|India
375|10939|5|2026-07-01|2026-07-03|10|313.75|1.09|56.48|3137.5|SHIPPED|CARD|Hyderabad|TS|India
376|10094|22|2026-07-01|2026-07-03|8|414.18|6.13|74.55|3313.44|SHIPPED|UPI|Hyderabad|TS|India
377|10443|47|2026-07-01|2026-07-03|3|465.86|19.75|83.85|1397.58|SHIPPED|CARD|Pune|TS|India
378|10219|12|2026-07-01|2026-07-03|7|127.76|13.75|23.0|894.32|SHIPPED|UPI|Hyderabad|TS|India
379|10631|16|2026-07-01|2026-07-03|1|326.35|32.36|58.74|326.35|SHIPPED|UPI|Pune|TS|India
380|10089|18|2026-07-01|2026-07-03|9|265.56|19.15|47.8|2390.04|SHIPPED|UPI|Hyderabad|TS|India
381|10821|35|2026-07-01|2026-07-03|9|162.12|39.74|29.18|1459.08|SHIPPED|UPI|Chennai|TS|India
382|10800|32|2026-07-01|2026-07-03|6|265.86|17.2|47.85|1595.16|SHIPPED|CASH|Chennai|TS|India
383|10184|2|2026-07-01|2026-07-03|6|224.77|15.94|40.46|1348.62|SHIPPED|CARD|Hyderabad|TS|India
384|10483|34|2026-07-01|2026-07-03|5|76.37|17.87|13.75|381.85|SHIPPED|CASH|Hyderabad|TS|India
385|10672|16|2026-07-01|2026-07-03|3|95.06|13.33|17.11|285.18|SHIPPED|CASH|Hyderabad|TS|India
386|10816|25|2026-07-01|2026-07-03|4|309.06|17.74|55.63|1236.24|SHIPPED|CARD|Hyderabad|TS|India
387|10825|48|2026-07-01|2026-07-03|4|316.63|34.88|56.99|1266.52|SHIPPED|CASH|Hyderabad|TS|India
388|10577|10|2026-07-01|2026-07-03|6|476.4|28.16|85.75|2858.4|SHIPPED|CARD|Pune|TS|India
389|10502|3|2026-07-01|2026-07-03|9|189.07|4.51|34.03|1701.63|SHIPPED|CARD|Chennai|TS|India
390|10489|1|2026-07-01|2026-07-03|4|58.97|16.59|10.61|235.88|SHIPPED|CASH|Hyderabad|TS|India
391|10181|21|2026-07-01|2026-07-03|3|203.34|2.98|36.6|610.02|SHIPPED|CARD|Chennai|TS|India
392|10866|34|2026-07-01|2026-07-03|3|398.46|43.03|71.72|1195.38|SHIPPED|CARD|Pune|TS|India
393|10344|20|2026-07-01|2026-07-03|7|313.71|16.13|56.47|2195.97|SHIPPED|CARD|Chennai|TS|India
394|10983|32|2026-07-01|2026-07-03|7|406.33|32.46|73.14|2844.31|SHIPPED|CARD|Chennai|TS|India
395|10951|40|2026-07-01|2026-07-03|9|362.1|39.35|65.18|3258.9|SHIPPED|CARD|Chennai|TS|India
396|10387|20|2026-07-01|2026-07-03|10|416.5|36.7|74.97|4165.0|SHIPPED|UPI|Hyderabad|TS|India
397|10971|45|2026-07-01|2026-07-03|3|377.97|47.43|68.03|1133.91|SHIPPED|UPI|Chennai|TS|India
398|10325|40|2026-07-01|2026-07-03|1|131.94|11.04|23.75|131.94|SHIPPED|CASH|Hyderabad|TS|India
399|10763|5|2026-07-01|2026-07-03|8|113.29|11.9|20.39|906.32|SHIPPED|UPI|Hyderabad|TS|India
400|10686|41|2026-07-01|2026-07-03|2|419.75|36.46|75.55|839.5|SHIPPED|UPI|Pune|TS|India
401|10255|45|2026-07-01|2026-07-03|1|169.35|3.39|30.48|169.35|SHIPPED|UPI|Hyderabad|TS|India
402|10448|47|2026-07-01|2026-07-03|1|71.67|20.98|12.9|71.67|SHIPPED|CARD|Pune|TS|India
403|10359|35|2026-07-01|2026-07-03|8|446.8|18.77|80.42|3574.4|SHIPPED|UPI|Chennai|TS|India
404|10075|3|2026-07-01|2026-07-03|4|123.2|14.75|22.18|492.8|SHIPPED|UPI|Pune|TS|India
405|10174|25|2026-07-01|2026-07-03|2|83.39|8.05|15.01|166.78|SHIPPED|CARD|Chennai|TS|India
406|10628|31|2026-07-01|2026-07-03|2|202.08|35.23|36.37|404.16|SHIPPED|UPI|Chennai|TS|India
407|10444|11|2026-07-01|2026-07-03|3|323.29|2.68|58.19|969.87|SHIPPED|UPI|Hyderabad|TS|India
408|10567|47|2026-07-01|2026-07-03|4|234.18|46.28|42.15|936.72|SHIPPED|CASH|Pune|TS|India
409|10098|4|2026-07-01|2026-07-03|5|183.83|19.65|33.09|919.15|SHIPPED|CASH|Pune|TS|India
410|10003|28|2026-07-01|2026-07-03|3|74.53|4.38|13.42|223.59|SHIPPED|CASH|Chennai|TS|India
411|10099|2|2026-07-01|2026-07-03|10|266.15|10.35|47.91|2661.5|SHIPPED|CASH|Pune|TS|India
412|10118|20|2026-07-01|2026-07-03|2|263.11|39.24|47.36|526.22|SHIPPED|UPI|Pune|TS|India
413|10557|25|2026-07-01|2026-07-03|5|91.01|9.24|16.38|455.05|SHIPPED|UPI|Pune|TS|India
414|10269|29|2026-07-01|2026-07-03|3|250.6|23.25|45.11|751.8|SHIPPED|CARD|Pune|TS|India
415|10770|45|2026-07-01|2026-07-03|10|77.74|33.37|13.99|777.4|SHIPPED|CARD|Chennai|TS|India
416|10423|49|2026-07-01|2026-07-03|6|413.68|29.49|74.46|2482.08|SHIPPED|CASH|Hyderabad|TS|India
417|10428|35|2026-07-01|2026-07-03|7|418.28|34.35|75.29|2927.96|SHIPPED|UPI|Chennai|TS|India
418|10080|26|2026-07-01|2026-07-03|4|264.32|45.14|47.58|1057.28|SHIPPED|CASH|Hyderabad|TS|India
419|10529|37|2026-07-01|2026-07-03|9|307.05|33.88|55.27|2763.45|SHIPPED|CASH|Hyderabad|TS|India
420|10459|12|2026-07-01|2026-07-03|2|477.16|47.45|85.89|954.32|SHIPPED|CARD|Hyderabad|TS|India
421|10433|6|2026-07-01|2026-07-03|4|106.78|49.41|19.22|427.12|SHIPPED|UPI|Hyderabad|TS|India
422|10264|21|2026-07-01|2026-07-03|3|425.35|45.54|76.56|1276.05|SHIPPED|CARD|Hyderabad|TS|India
423|10565|21|2026-07-01|2026-07-03|7|300.36|42.83|54.06|2102.52|SHIPPED|CASH|Pune|TS|India
424|10638|38|2026-07-01|2026-07-03|1|403.95|26.13|72.71|403.95|SHIPPED|UPI|Hyderabad|TS|India
425|10580|38|2026-07-01|2026-07-03|7|117.34|29.13|21.12|821.38|SHIPPED|CARD|Hyderabad|TS|India
426|10804|19|2026-07-01|2026-07-03|10|400.8|43.37|72.14|4008.0|SHIPPED|UPI|Pune|TS|India
427|10497|37|2026-07-01|2026-07-03|5|222.37|30.45|40.03|1111.85|SHIPPED|CARD|Hyderabad|TS|India
428|10633|39|2026-07-01|2026-07-03|5|231.34|34.04|41.64|1156.7|SHIPPED|UPI|Hyderabad|TS|India
429|10339|45|2026-07-01|2026-07-03|7|450.31|11.88|81.06|3152.17|SHIPPED|CASH|Pune|TS|India
430|10020|22|2026-07-01|2026-07-03|5|453.66|40.87|81.66|2268.3|SHIPPED|UPI|Pune|TS|India
431|10878|45|2026-07-01|2026-07-03|5|429.28|34.24|77.27|2146.4|SHIPPED|CARD|Hyderabad|TS|India
432|10453|50|2026-07-01|2026-07-03|5|488.4|41.29|87.91|2442.0|SHIPPED|UPI|Chennai|TS|India
433|10091|13|2026-07-01|2026-07-03|7|322.24|22.09|58.0|2255.68|SHIPPED|UPI|Chennai|TS|India
434|10888|24|2026-07-01|2026-07-03|8|391.77|41.05|70.52|3134.16|SHIPPED|CASH|Hyderabad|TS|India
435|10518|26|2026-07-01|2026-07-03|2|190.01|6.78|34.2|380.02|SHIPPED|CASH|Chennai|TS|India
436|10896|13|2026-07-01|2026-07-03|1|128.18|41.85|23.07|128.18|SHIPPED|CARD|Hyderabad|TS|India
437|10369|46|2026-07-01|2026-07-03|8|72.75|9.96|13.09|582.0|SHIPPED|UPI|Pune|TS|India
438|10945|8|2026-07-01|2026-07-03|9|228.62|34.06|41.15|2057.58|SHIPPED|CARD|Pune|TS|India
439|10181|31|2026-07-01|2026-07-03|8|317.32|29.34|57.12|2538.56|SHIPPED|UPI|Pune|TS|India
440|10264|48|2026-07-01|2026-07-03|3|426.94|41.54|76.85|1280.82|SHIPPED|CARD|Pune|TS|India
441|10166|37|2026-07-01|2026-07-03|1|223.95|38.99|40.31|223.95|SHIPPED|CARD|Hyderabad|TS|India
442|10275|42|2026-07-01|2026-07-03|4|354.96|20.48|63.89|1419.84|SHIPPED|CARD|Chennai|TS|India
443|10135|42|2026-07-01|2026-07-03|1|263.34|8.66|47.4|263.34|SHIPPED|CARD|Hyderabad|TS|India
444|10965|20|2026-07-01|2026-07-03|5|323.75|35.64|58.27|1618.75|SHIPPED|CASH|Chennai|TS|India
445|10385|23|2026-07-01|2026-07-03|5|240.71|22.95|43.33|1203.55|SHIPPED|CARD|Pune|TS|India
446|10844|40|2026-07-01|2026-07-03|5|354.74|19.86|63.85|1773.7|SHIPPED|CARD|Hyderabad|TS|India
447|10989|24|2026-07-01|2026-07-03|9|499.74|28.07|89.95|4497.66|SHIPPED|CASH|Chennai|TS|India
448|10110|31|2026-07-01|2026-07-03|5|184.31|3.19|33.18|921.55|SHIPPED|UPI|Chennai|TS|India
449|10267|42|2026-07-01|2026-07-03|6|437.67|35.55|78.78|2626.02|SHIPPED|CASH|Pune|TS|India
450|10783|16|2026-07-01|2026-07-03|4|117.47|44.98|21.14|469.88|SHIPPED|CASH|Pune|TS|India
451|10738|2|2026-07-01|2026-07-03|6|356.34|32.77|64.14|2138.04|SHIPPED|UPI|Pune|TS|India
452|10754|3|2026-07-01|2026-07-03|7|232.07|29.15|41.77|1624.49|SHIPPED|CASH|Hyderabad|TS|India
453|10227|44|2026-07-01|2026-07-03|6|376.95|26.73|67.85|2261.7|SHIPPED|UPI|Chennai|TS|India
454|10865|11|2026-07-01|2026-07-03|6|278.29|42.03|50.09|1669.74|SHIPPED|CASH|Hyderabad|TS|India
